source,target,anchor_text,link_type,target_page_role,contextual_relevance
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/basic-antiderivative-rules/","Computing integrals →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/numerical-integration/","Numerical and improper integration →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integration-applications/","Integration applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integration-applications/","Orientation and applications roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integration-applications/area-between-curves/","Area and volume →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integration-applications/arc-length/","Length, surface, mass, and balance →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integration-applications/work-and-variable-force/","Physics and quantitative applications →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integration-applications/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/","Open the Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integrals/","Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/subjects/math/calculus/integration-applications/","Continue to Unit 3B applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","/practice/math/calculus/","Calculus practice →","assessment-reference","assessment","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/","All calculus chapters →","contextual-body","course-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/","Unit 3A Integral foundations You are here · Open the unit map","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integration-applications/","Unit 3B Integration applications Continue to geometry and modeling","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/","Integral foundations →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/","Orientation and integral roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/antiderivatives/","Antiderivatives and accumulated change →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/partitions-and-sigma-notation/","Riemann sums and the definite integral →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/accumulation-functions/","The Fundamental Theorem of Calculus →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/basic-antiderivative-rules/","Computing integrals →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/numerical-integration/","Numerical and improper integration →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integration-applications/","Integration applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integration-applications/","Orientation and applications roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integration-applications/area-between-curves/","Area and volume →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integration-applications/arc-length/","Length, surface, mass, and balance →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integration-applications/work-and-variable-force/","Physics and quantitative applications →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integration-applications/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/","Open the Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integrals/","Unit 3A map →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/subjects/math/calculus/integration-applications/","Continue to Unit 3B applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/common-errors/","/practice/math/calculus/","Calculus practice →","assessment-reference","assessment","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/","All calculus chapters →","contextual-body","course-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integrals/","Unit 3A Integral foundations You are here · Open the unit map","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integration-applications/","Unit 3B Integration applications Continue to geometry and modeling","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integrals/","Integral foundations →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integrals/","Orientation and integral roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integrals/antiderivatives/","Antiderivatives and accumulated change →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integrals/partitions-and-sigma-notation/","Riemann sums and the definite integral →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integrals/accumulation-functions/","The Fundamental Theorem of Calculus →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integrals/basic-antiderivative-rules/","Computing integrals →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integrals/numerical-integration/","Numerical and improper integration →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integrals/review/","Review, practice, exams, and answer keys →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integration-applications/","Integration applications →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integration-applications/","Orientation and applications roadmap →","contextual-body","unit-hub","candidate-editorial-endorsement"
"/subjects/math/calculus/integrals/cumulative-practice/","/subjects/math/calculus/integration-applications/area-between-curves/","Area and volume →","contextual-body","textbook-lesson","candidate-editorial-endorsement"
