lesson_id,unit,exercise_set,purpose,recommended_count,canonical_lesson_path,answer_boundary,grading_policy
A9.5,A9,A9.5-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/quadratic-functions/moving-among-forms/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.6,A9,A9.6-P1,Maximum area.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-models-and-extrema/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.6,A9,A9.6-P2,Revenue.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-models-and-extrema/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.6,A9,A9.6-P3,Projectile height.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-models-and-extrema/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.6,A9,A9.6-P4,Reject nonphysical roots.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-models-and-extrema/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.6,A9,A9.6-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/quadratic-functions/quadratic-models-and-extrema/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.7,A9,A9.7-P1,Solve algebraically and graphically.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.7,A9,A9.7-P2,Interval notation.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.7,A9,A9.7-P3,Application bounds.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.7,A9,A9.7-P4,Compare methods.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.7,A9,A9.7-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/quadratic-functions/quadratic-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.8,A9,A9.8-P1,Fit small data.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-regression-and-model-limitations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.8,A9,A9.8-P2,Compare residuals.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-regression-and-model-limitations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.8,A9,A9.8-P3,Interpret coefficients cautiously.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-regression-and-model-limitations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.8,A9,A9.8-P4,Identify overreach.,2-5,/subjects/math/algebra/quadratic-functions/quadratic-regression-and-model-limitations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A9.8,A9,A9.8-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/quadratic-functions/quadratic-regression-and-model-limitations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A10.1,A10,A10.1-P1,Find restrictions.,2-5,/subjects/math/algebra/rational-expressions/rational-expressions-and-restrictions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A10.1,A10,A10.1-P2,Explain zero denominator.,2-5,/subjects/math/algebra/rational-expressions/rational-expressions-and-restrictions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A10.1,A10,A10.1-P3,Compare context/formula domains.,2-5,/subjects/math/algebra/rational-expressions/rational-expressions-and-restrictions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A10.1,A10,A10.1-P4,Preview discontinuities.,2-5,/subjects/math/algebra/rational-expressions/rational-expressions-and-restrictions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A10.1,A10,A10.1-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/rational-expressions/rational-expressions-and-restrictions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A10.2,A10,A10.2-P1,Simplify with restrictions.,2-5,/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A10.2,A10,A10.2-P2,Negative factors.,2-5,/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A10.2,A10,A10.2-P3,Equivalent forms.,2-5,/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A10.2,A10,A10.2-P4,Error analysis.,2-5,/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A10.2,A10,A10.2-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
